time,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,att_phi,att_theta,att_psi,rate_p,rate_q,rate_r,rpm_obs_1,rpm_obs_2,rpm_obs_3,rpm_obs_4,rpm_ref_1,rpm_ref_2,rpm_ref_3,rpm_ref_4,cmd_thrust,cmd_roll,cmd_pitch,cmd_yaw
67.565033,2.066406,-0.417969,0.000000,-0.009998,-0.009998,-0.001791,0.012270,0.016480,-2.179962,0.006592,-0.004395,0.003906,0,0,0,0,3000,3000,3000,3000,0,-97,-161,0
67.566986,2.066406,-0.417969,0.000000,-0.009998,-0.009998,-0.000420,0.012270,0.016480,-2.179962,-0.004395,-0.000732,0.001953,0,0,0,0,3000,3000,3000,3000,0,-90,-164,0
67.568939,2.066406,-0.417969,0.000000,-0.009998,-0.009998,-0.000408,0.012270,0.016480,-2.179962,0.007812,0.002930,-0.000732,0,0,0,0,3000,3000,3000,3000,0,-98,-168,0
67.570908,2.066406,-0.417969,0.000000,-0.009998,-0.009998,-0.000496,0.012270,0.016480,-2.179962,-0.002930,0.000977,0.000732,0,0,0,0,3000,3000,3000,3000,0,-91,-166,0
67.572845,2.066406,-0.417969,0.000000,-0.009998,-0.009998,-0.000731,0.012270,0.016480,-2.179962,-0.000732,0.001465,0.000732,0,0,0,0,3000,3000,3000,3000,0,-92,-167,0
67.574806,2.066406,-0.417969,0.000000,-0.009998,-0.009998,-0.000612,0.012270,0.016480,-2.179962,0.003418,-0.001709,-0.000732,0,0,0,0,3000,3000,3000,3000,0,-95,-164,0
67.576752,2.066406,-0.417969,0.000000,-0.009998,-0.009998,-0.000690,0.012270,0.016480,-2.179962,-0.003418,-0.001221,-0.001221,0,0,0,0,3000,3000,3000,3000,0,-90,-164,0
67.578705,2.066406,-0.417969,0.000000,-0.009998,-0.009998,-0.000832,0.012270,0.016480,-2.179962,0.005127,0.002441,0.000244,0,0,0,0,3000,3000,3000,3000,0,-96,-168,0
67.580658,2.066406,-0.417969,0.000000,-0.009998,-0.009998,-0.000862,0.012270,0.016480,-2.179962,-0.006592,-0.001221,-0.002441,0,0,0,0,3000,3000,3000,3000,0,-88,-164,0
67.582619,2.066406,-0.417969,0.000000,-0.009998,-0.009998,-0.001093,0.012270,0.016480,-2.179962,0.004639,-0.001221,0.001221,0,0,0,0,3000,3000,3000,3000,0,-96,-164,0
67.584564,2.066406,-0.417969,0.000000,-0.009998,-0.009998,-0.001234,0.012270,0.016480,-2.179962,-0.001953,-0.005615,-0.000244,0,0,0,0,3000,3000,3000,3000,0,-91,-160,0
67.586517,2.066406,-0.417969,0.000000,-0.009998,-0.009998,-0.001268,0.012270,0.016480,-2.179962,-0.001221,-0.002197,-0.000244,0,0,0,0,3000,3000,3000,3000,0,-92,-162,0
67.588470,2.066406,-0.417969,0.000000,-0.009998,-0.009998,-0.001360,0.012270,0.016480,-2.179962,0.003906,-0.001709,-0.001221,0,0,0,0,3000,3000,3000,3000,0,-95,-162,0
67.590431,2.066406,-0.417969,0.000000,-0.009998,-0.009998,-0.001495,0.012270,0.016419,-2.179962,-0.004395,-0.000244,-0.001221,0,0,0,0,3000,3000,3000,3000,0,-89,-163,0
67.592384,2.066406,-0.417969,0.000000,-0.009998,-0.009998,-0.001516,0.012270,0.016419,-2.179962,0.005615,0.000977,0.002930,0,0,0,0,3000,3000,3000,3000,0,-96,-164,0
67.594337,2.066406,-0.417969,0.000000,-0.009998,-0.009998,-0.001591,0.012270,0.016419,-2.179962,-0.002930,0.000244,-0.002930,0,0,0,0,3000,3000,3000,3000,0,-90,-164,0
67.596291,2.066406,-0.417969,0.000000,-0.009998,-0.009998,-0.001703,0.012270,0.016419,-2.179962,0.008789,0.000977,0.001221,0,0,0,0,3000,3000,3000,3000,0,-99,-165,0
67.598244,2.066406,-0.417969,0.000000,-0.009998,-0.009998,-0.001736,0.012270,0.016419,-2.179962,-0.002930,-0.001221,-0.001953,0,0,0,0,3000,3000,3000,3000,0,-91,-163,0
67.600197,2.066406,-0.417969,0.000000,-0.009998,-0.009998,-0.001837,0.012270,0.016419,-2.179962,0.004639,-0.001709,-0.001953,0,0,0,0,3000,3000,3000,3000,0,-96,-162,0
67.608986,2.066406,-0.417969,0.000000,-0.009998,-0.009998,-0.001745,0.012270,0.016419,-2.179962,0.005127,0.001953,-0.000732,0,0,0,0,3000,3000,3000,3000,0,-97,-166,0
67.609962,2.066406,-0.417969,0.000000,-0.009998,-0.009998,-0.002357,0.012209,0.016480,-2.179962,0.006104,-0.000732,0.000732,0,0,0,0,3000,3000,3000,3000,0,-98,-164,0
67.611916,2.066406,-0.417969,0.000000,-0.009998,-0.009998,-0.002344,0.012209,0.016480,-2.179962,-0.007080,0.001465,-0.001221,0,0,0,0,3000,3000,3000,3000,0,-89,-166,0
67.613869,2.066406,-0.417969,0.000000,-0.009998,-0.009998,-0.002413,0.012209,0.016480,-2.179962,0.002930,-0.000732,0.001221,0,0,0,0,3000,3000,3000,3000,0,-95,-164,0
67.615822,2.066406,-0.417969,0.000000,-0.009998,-0.009998,-0.002483,0.012209,0.016480,-2.179962,0.001221,0.001953,0.001221,0,0,0,0,3000,3000,3000,3000,0,-94,-167,0
67.617775,2.066406,-0.417969,0.000000,-0.009998,-0.009998,-0.002592,0.012209,0.016480,-2.179962,-0.002930,-0.000244,-0.001953,0,0,0,0,3000,3000,3000,3000,0,-91,-165,0
67.620705,2.066406,-0.417969,0.000000,-0.009998,-0.009998,-0.002693,0.012209,0.016480,-2.179962,0.009766,0.001465,0.001221,0,0,0,0,3000,3000,3000,3000,0,-100,-167,0
67.621689,2.066406,-0.417969,0.000000,-0.009998,-0.009998,-0.002916,0.012295,0.016442,-2.179967,-0.001953,-0.001221,-0.001953,0,0,0,0,3000,3000,3000,3000,0,-100,-167,0
67.623634,2.066406,-0.417969,0.000000,-0.009998,-0.009998,-0.002911,0.012209,0.016480,-2.179962,0.005615,0.000244,-0.002930,0,0,0,0,3000,3000,3000,3000,0,-98,-166,0
67.625603,2.066406,-0.417969,0.000000,-0.009998,-0.009998,-0.003004,0.012209,0.016480,-2.179962,-0.001221,-0.001709,-0.000244,0,0,0,0,3000,3000,3000,3000,0,-94,-164,0
67.627541,2.066406,-0.417969,0.000000,-0.009998,-0.009998,-0.003235,0.012295,0.016442,-2.179967,0.006104,0.000977,0.001221,0,0,0,0,3000,3000,3000,3000,0,-93,-163,0
67.629486,2.066406,-0.417969,0.000000,-0.009998,-0.009998,-0.003201,0.012209,0.016480,-2.179962,0.005615,0.001465,0.000244,0,0,0,0,3000,3000,3000,3000,0,-98,-166,0
67.631447,2.066406,-0.417969,0.000000,-0.009998,-0.009998,-0.003183,0.012209,0.016480,-2.179962,-0.005127,0.001465,-0.002441,0,0,0,0,3000,3000,3000,3000,0,-90,-166,0
67.633392,2.066406,-0.417969,0.000000,-0.009998,-0.009998,-0.003355,0.012209,0.016480,-2.179962,0.006592,0.001953,0.001953,0,0,0,0,3000,3000,3000,3000,0,-98,-167,0
67.635345,2.066406,-0.417969,0.000000,-0.009998,-0.009998,-0.003428,0.012209,0.016480,-2.179962,-0.005615,-0.000732,-0.002930,0,0,0,0,3000,3000,3000,3000,0,-89,-165,0
67.637306,2.066406,-0.417969,0.000000,-0.009998,-0.009998,-0.003414,0.012295,0.016442,-2.179967,0.007080,-0.000732,0.000244,0,0,0,0,3000,3000,3000,3000,0,-88,-164,0
67.639252,2.066406,-0.417969,0.000000,-0.009998,-0.009998,-0.003355,0.012209,0.016480,-2.179962,-0.007812,-0.002930,-0.001953,0,0,0,0,3000,3000,3000,3000,0,-86,-162,0
67.641205,2.066406,-0.417969,0.000000,-0.009998,-0.009998,-0.003225,0.012209,0.016480,-2.179962,-0.002930,0.001465,-0.001221,0,0,0,0,3000,3000,3000,3000,0,-89,-166,0
67.643158,2.066406,-0.417969,0.000000,-0.009998,-0.009998,-0.003218,0.012209,0.016480,-2.179962,0.003418,0.002441,-0.000244,0,0,0,0,3000,3000,3000,3000,0,-93,-167,0
67.645111,2.066406,-0.417969,0.000000,-0.009998,-0.009998,-0.003256,0.012209,0.016480,-2.179962,-0.005615,-0.000244,-0.001953,0,0,0,0,3000,3000,3000,3000,0,-86,-165,0
67.647064,2.066406,-0.417969,0.000000,-0.009998,-0.009998,-0.003288,0.012209,0.016480,-2.179962,0.008789,-0.001709,0.000732,0,0,0,0,3000,3000,3000,3000,0,-97,-163,0
67.649025,2.066406,-0.417969,0.000000,-0.009998,-0.009998,-0.006416,0.012209,0.016480,-2.179962,-0.006592,-0.001709,-0.001221,0,0,0,0,3000,3000,3000,3000,0,-86,-163,0
67.650978,2.066406,-0.417969,0.000000,-0.009998,-0.009998,-0.006578,0.012209,0.016480,-2.179962,0.005615,0.000977,0.000732,0,0,0,0,3000,3000,3000,3000,0,-95,-165,0
67.652924,2.066406,-0.417969,0.000000,-0.009998,-0.009998,-0.006426,0.012209,0.016480,-2.179962,-0.000732,0.001953,0.002930,0,0,0,0,3000,3000,3000,3000,0,-91,-166,0
67.654877,2.066406,-0.417969,0.000000,-0.009998,-0.009998,-0.006504,0.012209,0.016480,-2.179962,0.004639,-0.001221,-0.000244,0,0,0,0,3000,3000,3000,3000,0,-95,-163,0
67.656837,2.066406,-0.417969,0.000000,-0.009998,-0.009998,-0.006531,0.012209,0.016480,-2.179962,0.000732,0.002930,0.000244,0,0,0,0,3000,3000,3000,3000,0,-92,-167,0
67.658783,2.066406,-0.417969,0.000000,0.000000,0.000000,-0.005753,0.012209,0.016480,-2.179962,0.000732,-0.006104,-0.000244,0,0,0,0,3000,3000,3000,3000,0,-92,-159,0
67.660736,2.066406,-0.417969,0.000000,0.000000,0.000000,-0.005871,0.012209,0.016480,-2.179962,0.010498,0.000977,0.000732,0,0,0,0,3000,3000,3000,3000,0,-100,-165,0
67.662689,2.066406,-0.417969,0.000000,0.000000,0.000000,-0.006008,0.012209,0.016480,-2.179962,-0.006592,0.003418,-0.002930,0,0,0,0,3000,3000,3000,3000,0,-88,-167,0
67.664665,2.066406,-0.417969,0.000000,0.000000,0.000000,-0.006037,0.012209,0.016480,-2.179962,0.007812,-0.000244,0.001221,0,0,0,0,3000,3000,3000,3000,0,-98,-164,0
67.666595,2.066406,-0.417969,0.000000,0.000000,0.000000,-0.005976,0.012209,0.016480,-2.179962,-0.005127,-0.000732,-0.001221,0,0,0,0,3000,3000,3000,3000,0,-89,-164,0
67.668549,2.066406,-0.417969,0.000000,0.000000,0.000000,-0.005972,0.012209,0.016480,-2.179962,0.003418,-0.000732,-0.003418,0,0,0,0,3000,3000,3000,3000,0,-95,-164,0
67.670502,2.066406,-0.417969,0.000000,0.000000,0.000000,-0.005928,0.012209,0.016480,-2.179962,-0.000244,0.001953,-0.001953,0,0,0,0,3000,3000,3000,3000,0,-92,-166,0
67.672462,2.066406,-0.417969,0.000000,0.000000,0.000000,-0.005875,0.012209,0.016480,-2.179962,-0.005127,-0.000244,-0.001221,0,0,0,0,3000,3000,3000,3000,0,-89,-164,0
67.674408,2.066406,-0.417969,0.000000,0.000000,0.000000,-0.005823,0.012209,0.016480,-2.179962,0.001221,0.001953,-0.001221,0,0,0,0,3000,3000,3000,3000,0,-93,-166,0
67.676361,2.066406,-0.417969,0.000000,0.000000,0.000000,-0.005899,0.012209,0.016480,-2.179962,-0.006104,-0.001709,-0.002441,0,0,0,0,3000,3000,3000,3000,0,-87,-163,0
67.678314,2.066406,-0.417969,0.000000,0.000000,0.000000,-0.005945,0.012209,0.016480,-2.179962,0.005127,-0.001221,0.003418,0,0,0,0,3000,3000,3000,3000,0,-95,-163,0
67.680267,2.066406,-0.417969,0.000000,0.000000,0.000000,-0.005930,0.012209,0.016480,-2.179962,-0.002930,0.004639,-0.001221,0,0,0,0,3000,3000,3000,3000,0,-90,-169,0
67.682228,2.066406,-0.417969,0.000000,0.000000,0.000000,-0.006128,0.012209,0.016480,-2.179962,0.003418,-0.000244,0.000732,0,0,0,0,3000,3000,3000,3000,0,-94,-165,0
67.684181,2.066406,-0.417969,0.000000,0.000000,0.000000,-0.006083,0.012209,0.016480,-2.179962,0.000732,0.001953,0.000244,0,0,0,0,3000,3000,3000,3000,0,-92,-167,0
67.686127,2.066406,-0.417969,0.000000,0.000000,0.000000,-0.006008,0.012209,0.016480,-2.179962,-0.002930,-0.002197,-0.001221,0,0,0,0,3000,3000,3000,3000,0,-90,-163,0
67.688080,2.066406,-0.417969,0.000000,0.000000,0.000000,-0.005964,0.012209,0.016480,-2.179962,0.003418,-0.003418,0.000732,0,0,0,0,3000,3000,3000,3000,0,-94,-161,0
67.690033,2.066406,-0.417969,0.000000,0.000000,0.000000,-0.006111,0.012209,0.016480,-2.179962,-0.005615,0.004639,-0.001221,0,0,0,0,3000,3000,3000,3000,0,-88,-169,0
67.691994,2.066406,-0.417969,0.000000,0.000000,0.000000,-0.006264,0.012209,0.016480,-2.179962,0.006104,-0.002197,0.002441,0,0,0,0,3000,3000,3000,3000,0,-96,-162,0
67.693939,2.066406,-0.417969,0.000000,0.000000,0.000000,-0.006336,0.012209,0.016480,-2.179962,-0.000244,0.000244,-0.002930,0,0,0,0,3000,3000,3000,3000,0,-92,-165,0
67.695892,2.066406,-0.417969,0.000000,0.000000,0.000000,-0.006599,0.012209,0.016480,-2.179962,0.004639,-0.000244,-0.001221,0,0,0,0,3000,3000,3000,3000,0,-96,-164,0
67.697845,2.066406,-0.417969,0.000000,0.000000,0.000000,-0.006716,0.012209,0.016480,-2.179962,-0.000732,-0.001709,-0.001953,0,0,0,0,3000,3000,3000,3000,0,-92,-163,0
67.699799,2.066406,-0.417969,0.000000,0.000000,0.000000,-0.006643,0.012209,0.016480,-2.179962,-0.000732,-0.002197,0.001953,0,0,0,0,3000,3000,3000,3000,0,-92,-162,0
67.701759,2.066406,-0.417969,0.000000,0.000000,0.000000,-0.006657,0.012209,0.016480,-2.179962,0.005127,-0.001709,0.003418,0,0,0,0,3000,3000,3000,3000,0,-96,-162,0
67.703705,2.066406,-0.417969,0.000000,0.000000,0.000000,-0.006586,0.012209,0.016480,-2.179962,-0.007080,0.000977,-0.001953,0,0,0,0,3000,3000,3000,3000,0,-88,-165,0
67.705658,2.066406,-0.417969,0.000000,0.000000,0.000000,-0.006668,0.012209,0.016480,-2.179962,0.005127,0.000244,-0.002441,0,0,0,0,3000,3000,3000,3000,0,-96,-164,0
67.707611,2.066406,-0.417969,0.000000,0.000000,0.000000,-0.006815,0.012209,0.016480,-2.179962,-0.001953,-0.000732,-0.000732,0,0,0,0,3000,3000,3000,3000,0,-91,-163,0
67.709564,2.066406,-0.417969,0.000000,0.000000,0.000000,-0.006876,0.012209,0.016480,-2.179962,0.004639,0.000244,0.001221,0,0,0,0,3000,3000,3000,3000,0,-96,-164,0
67.711517,2.066406,-0.417969,0.000000,0.000000,0.000000,-0.006744,0.012209,0.016480,-2.179962,0.000732,0.002441,0.001953,0,0,0,0,3000,3000,3000,3000,0,-93,-166,0
67.713470,2.066406,-0.417969,0.000000,0.000000,0.000000,-0.006819,0.012209,0.016480,-2.179962,-0.001953,-0.000732,-0.000732,0,0,0,0,3000,3000,3000,3000,0,-91,-164,0
67.715424,2.066406,-0.417969,0.000000,0.000000,0.000000,-0.006790,0.012209,0.016480,-2.179962,0.006592,0.000244,0.000244,0,0,0,0,3000,3000,3000,3000,0,-97,-165,0
67.717377,2.066406,-0.417969,0.000000,0.000000,0.000000,-0.006842,0.012209,0.016480,-2.179962,-0.008301,-0.004883,-0.001953,0,0,0,0,3000,3000,3000,3000,0,-87,-160,0
67.719330,2.066406,-0.417969,0.000000,0.000000,0.000000,-0.006937,0.012209,0.016480,-2.179962,0.006104,0.001953,0.000732,0,0,0,0,3000,3000,3000,3000,0,-97,-166,0
67.721306,2.066406,-0.417969,0.000000,0.000000,0.000000,-0.006916,0.012209,0.016480,-2.179962,-0.003906,-0.000244,0.000732,0,0,0,0,3000,3000,3000,3000,0,-90,-164,0
67.723244,2.066406,-0.417969,0.000000,0.000000,0.000000,-0.006924,0.012209,0.016480,-2.179962,0.006104,-0.001709,-0.000732,0,0,0,0,3000,3000,3000,3000,0,-97,-162,0
67.725189,2.066406,-0.417969,0.000000,0.000000,0.000000,-0.007017,0.012209,0.016480,-2.179962,0.002441,0.001465,-0.001953,0,0,0,0,3000,3000,3000,3000,0,-94,-165,0
67.727142,2.066406,-0.417969,0.000000,0.000000,0.000000,-0.005711,0.012209,0.016480,-2.179962,-0.001221,0.001953,0.000244,0,0,0,0,3000,3000,3000,3000,0,-92,-166,0
67.729111,2.066406,-0.417969,0.000000,0.000000,0.000000,-0.005655,0.012209,0.016480,-2.179962,0.005615,-0.001221,0.001221,0,0,0,0,3000,3000,3000,3000,0,-97,-163,0
67.731056,2.066406,-0.417969,0.000000,0.000000,0.000000,-0.005632,0.012209,0.016480,-2.179962,-0.005127,-0.000732,-0.001221,0,0,0,0,3000,3000,3000,3000,0,-89,-164,0
67.733009,2.066406,-0.417969,0.000000,0.000000,0.000000,-0.005709,0.012209,0.016480,-2.179962,0.007812,-0.001221,0.002930,0,0,0,0,3000,3000,3000,3000,0,-98,-163,0
67.734962,2.066406,-0.417969,0.000000,0.000000,0.000000,-0.005611,0.012209,0.016480,-2.179962,-0.003418,0.003418,-0.002441,0,0,0,0,3000,3000,3000,3000,0,-91,-168,0
67.736916,2.066406,-0.417969,0.000000,0.000000,0.000000,-0.005524,0.012209,0.016480,-2.179962,0.004639,-0.001709,-0.000732,0,0,0,0,3000,3000,3000,3000,0,-96,-163,0
67.738869,2.066406,-0.417969,0.000000,0.000000,0.000000,-0.005604,0.012209,0.016480,-2.179962,-0.002441,-0.000732,-0.001953,0,0,0,0,3000,3000,3000,3000,0,-91,-164,0
67.740822,2.066406,-0.417969,0.000000,0.000000,0.000000,-0.005795,0.012209,0.016480,-2.179962,0.001953,0.007324,0.000732,0,0,0,0,3000,3000,3000,3000,0,-94,-172,0
67.742775,2.066406,-0.417969,0.000000,0.000000,0.000000,-0.006062,0.012209,0.016480,-2.179962,0.004639,0.002930,0.000244,0,0,0,0,3000,3000,3000,3000,0,-96,-168,0
67.744720,2.066406,-0.417969,0.000000,0.000000,0.000000,-0.006138,0.012209,0.016480,-2.179962,-0.005127,-0.002197,-0.002930,0,0,0,0,3000,3000,3000,3000,0,-89,-164,0
67.746681,2.066406,-0.417969,0.000000,0.000000,0.000000,-0.006371,0.012209,0.016480,-2.179962,0.005615,0.000977,0.001221,0,0,0,0,3000,3000,3000,3000,0,-97,-166,0
67.748634,2.066406,-0.417969,0.000000,0.000000,0.000000,-0.006397,0.012209,0.016480,-2.179962,-0.006104,0.000244,-0.003418,0,0,0,0,3000,3000,3000,3000,0,-88,-166,0
67.750587,2.066406,-0.417969,0.000000,0.000000,0.000000,-0.006359,0.012209,0.016480,-2.179962,0.005127,0.000244,0.000732,0,0,0,0,3000,3000,3000,3000,0,-96,-166,0
67.752541,2.066406,-0.417969,0.000000,0.000000,0.000000,-0.006258,0.012209,0.016480,-2.179962,-0.002930,-0.000732,-0.002441,0,0,0,0,3000,3000,3000,3000,0,-90,-165,0
67.754494,2.066406,-0.417969,0.000000,0.000000,0.000000,-0.006374,0.012209,0.016480,-2.179962,-0.001953,-0.000244,-0.000732,0,0,0,0,3000,3000,3000,3000,0,-91,-165,0
67.756447,2.066406,-0.417969,0.000000,0.000000,0.000000,-0.006380,0.012209,0.016480,-2.179962,0.005127,0.001953,0.000244,0,0,0,0,3000,3000,3000,3000,0,-96,-167,0
67.758400,2.066406,-0.417969,0.000000,0.000000,0.000000,-0.006512,0.012209,0.016480,-2.179962,-0.003906,0.000977,0.000244,0,0,0,0,3000,3000,3000,3000,0,-89,-166,0
67.760353,2.066406,-0.417969,0.000000,0.000000,0.000000,-0.006498,0.012209,0.016480,-2.179962,0.005127,-0.001221,-0.000244,0,0,0,0,3000,3000,3000,3000,0,-96,-164,0
67.762306,2.066406,-0.417969,0.000000,0.000000,0.000000,-0.006521,0.012209,0.016480,-2.179962,-0.007080,-0.003906,-0.005615,0,0,0,0,3000,3000,3000,3000,0,-87,-161,0
67.764259,2.066406,-0.417969,0.000000,0.000000,-0.009998,-0.006512,0.012209,0.016480,-2.179962,0.000244,-0.000732,-0.001221,0,0,0,0,3000,3000,3000,3000,0,-92,-164,0
67.766212,2.066406,-0.417969,0.000000,0.000000,-0.009998,-0.005571,0.012209,0.016480,-2.179962,0.000732,0.004150,0.000244,0,0,0,0,3000,3000,3000,3000,0,-92,-168,0
67.768166,2.066406,-0.417969,0.000000,0.000000,-0.009998,-0.005655,0.012209,0.016480,-2.179962,-0.001221,-0.002197,-0.001953,0,0,0,0,3000,3000,3000,3000,0,-91,-162,0
67.770119,2.066406,-0.417969,0.000000,0.000000,-0.009998,-0.005640,0.012209,0.016480,-2.179962,0.006104,0.001465,-0.000244,0,0,0,0,3000,3000,3000,3000,0,-96,-166,0
67.772072,2.066406,-0.417969,0.000000,0.000000,-0.009998,-0.005562,0.012209,0.016480,-2.179962,-0.004395,0.000977,0.000244,0,0,0,0,3000,3000,3000,3000,0,-89,-165,0
67.774025,2.066406,-0.417969,0.000000,0.000000,-0.009998,-0.005558,0.012209,0.016480,-2.179962,0.007080,0.001465,-0.001221,0,0,0,0,3000,3000,3000,3000,0,-97,-166,0
67.775978,2.066406,-0.417969,0.000000,0.000000,-0.009998,-0.005716,0.012209,0.016480,-2.179962,-0.003906,-0.000732,-0.003418,0,0,0,0,3000,3000,3000,3000,0,-89,-164,0
67.777931,2.066406,-0.417969,0.000000,0.000000,-0.009998,-0.005880,0.012209,0.016480,-2.179962,0.007812,-0.000732,-0.000732,0,0,0,0,3000,3000,3000,3000,0,-98,-164,0
67.779884,2.066406,-0.417969,0.000000,0.000000,-0.009998,-0.005919,0.012209,0.016480,-2.179962,-0.004395,0.000244,-0.001221,0,0,0,0,3000,3000,3000,3000,0,-89,-165,0
67.781837,2.066406,-0.417969,0.000000,0.000000,-0.009998,-0.005831,0.012209,0.016480,-2.179962,0.001221,0.002930,0.001221,0,0,0,0,3000,3000,3000,3000,0,-93,-167,0
67.783791,2.066406,-0.417969,0.000000,0.000000,-0.009998,-0.005905,0.012209,0.016480,-2.179962,0.005615,-0.000244,0.002441,0,0,0,0,3000,3000,3000,3000,0,-96,-164,0
67.785744,2.066406,-0.417969,0.000000,0.000000,-0.009998,-0.005846,0.012209,0.016480,-2.179962,-0.006104,-0.001221,-0.003418,0,0,0,0,3000,3000,3000,3000,0,-88,-164,0
67.787697,2.066406,-0.417969,0.000000,0.000000,-0.009998,-0.006021,0.012209,0.016480,-2.179962,0.006104,-0.000732,-0.000732,0,0,0,0,3000,3000,3000,3000,0,-97,-164,0
67.789650,2.066406,-0.417969,0.000000,0.000000,-0.009998,-0.006069,0.012209,0.016480,-2.179962,-0.004395,0.004150,-0.002930,0,0,0,0,3000,3000,3000,3000,0,-89,-168,0
67.791603,2.066406,-0.417969,0.000000,0.000000,-0.009998,-0.006121,0.012209,0.016480,-2.179962,0.003418,0.000977,0.001221,0,0,0,0,3000,3000,3000,3000,0,-95,-166,0
67.793556,2.066406,-0.417969,0.000000,0.000000,-0.009998,-0.006039,0.012209,0.016480,-2.179962,-0.001221,0.000244,0.002441,0,0,0,0,3000,3000,3000,3000,0,-92,-165,0
67.795509,2.066406,-0.417969,0.000000,0.000000,-0.009998,-0.006062,0.012209,0.016480,-2.179962,-0.000244,-0.000732,-0.001953,0,0,0,0,3000,3000,3000,3000,0,-92,-164,0
67.797462,2.066406,-0.417969,0.000000,0.000000,-0.009998,-0.006056,0.012209,0.016480,-2.179962,0.002441,-0.002930,-0.002930,0,0,0,0,3000,3000,3000,3000,0,-94,-162,0
67.799416,2.066406,-0.417969,0.000000,0.000000,-0.009998,-0.006094,0.012209,0.016480,-2.179962,-0.003418,-0.001221,-0.000244,0,0,0,0,3000,3000,3000,3000,0,-90,-163,0
67.807251,2.066406,-0.417969,0.000000,0.000000,-0.009998,-0.006208,0.012209,0.016480,-2.179962,0.005127,-0.001709,-0.000732,0,0,0,0,3000,3000,3000,3000,0,-96,-162,0
67.809181,2.066406,-0.417969,0.000000,0.000000,-0.009998,-0.003586,0.012185,0.016500,-2.180205,0.009277,0.001465,0.000732,0,0,0,0,3000,3000,3000,3000,0,-94,-164,0
67.811127,2.066406,-0.417969,0.000000,0.000000,-0.009998,-0.003559,0.012148,0.016480,-2.180182,0.005127,0.000977,0.000732,0,0,0,0,3000,3000,3000,3000,0,-96,-165,0
67.813080,2.066406,-0.417969,0.000000,0.000000,-0.009998,-0.003658,0.012148,0.016480,-2.180182,-0.006592,-0.001709,-0.000244,0,0,0,0,3000,3000,3000,3000,0,-88,-163,0
67.815033,2.066406,-0.417969,0.000000,0.000000,-0.009998,-0.003775,0.012148,0.016480,-2.180182,0.006104,0.000244,-0.001953,0,0,0,0,3000,3000,3000,3000,0,-96,-165,0
67.818939,2.066406,-0.417969,0.000000,0.000000,-0.009998,-0.003744,0.012148,0.016480,-2.180182,-0.008301,-0.002930,-0.002930,0,0,0,0,3000,3000,3000,3000,0,-86,-162,0
67.820900,2.066406,-0.417969,0.000000,0.000000,-0.009998,-0.003719,0.012148,0.016480,-2.180182,-0.005127,0.001953,-0.000732,0,0,0,0,3000,3000,3000,3000,0,-87,-166,0
67.822853,2.066406,-0.417969,0.000000,0.000000,-0.009998,-0.003834,0.012148,0.016480,-2.180182,0.003418,0.002441,0.000732,0,0,0,0,3000,3000,3000,3000,0,-92,-166,0
67.824806,2.066406,-0.417969,0.000000,0.000000,-0.009998,-0.003891,0.012148,0.016480,-2.180182,0.002930,-0.001221,0.000732,0,0,0,0,3000,3000,3000,3000,0,-92,-163,0
67.826759,2.066406,-0.417969,0.000000,0.000000,-0.009998,-0.003845,0.012148,0.016480,-2.180182,-0.003906,-0.002930,-0.002930,0,0,0,0,3000,3000,3000,3000,0,-88,-162,0
67.828712,2.066406,-0.417969,0.000000,0.000000,-0.009998,-0.003876,0.012148,0.016480,-2.180182,0.010498,0.000244,0.002441,0,0,0,0,3000,3000,3000,3000,0,-98,-165,0
67.830666,2.066406,-0.417969,0.000000,0.000000,-0.009998,-0.003941,0.012148,0.016480,-2.180182,-0.008301,-0.000732,0.000732,0,0,0,0,3000,3000,3000,3000,0,-85,-164,0
67.832619,2.066406,-0.417969,0.000000,0.000000,-0.009998,-0.004078,0.012148,0.016480,-2.180182,0.001221,0.000244,-0.000732,0,0,0,0,3000,3000,3000,3000,0,-92,-165,0
67.834572,2.066406,-0.417969,0.000000,0.000000,-0.009998,-0.003998,0.012148,0.016480,-2.180182,-0.001953,-0.000244,0.001953,0,0,0,0,3000,3000,3000,3000,0,-89,-164,0
67.836525,2.066406,-0.417969,0.000000,0.000000,-0.009998,-0.003996,0.012148,0.016480,-2.180182,0.001221,0.000977,-0.005127,0,0,0,0,3000,3000,3000,3000,0,-92,-166,0
67.838478,2.066406,-0.417969,0.000000,0.000000,-0.009998,-0.003960,0.012148,0.016480,-2.180182,0.003906,0.000244,-0.000244,0,0,0,0,3000,3000,3000,3000,0,-94,-165,0
67.840454,2.066406,-0.417969,0.000000,0.000000,-0.009998,-0.003836,0.012148,0.016480,-2.180182,-0.001953,-0.001221,-0.001953,0,0,0,0,3000,3000,3000,3000,0,-90,-164,0
67.842392,2.066406,-0.417969,0.000000,0.000000,-0.009998,-0.004030,0.012148,0.016480,-2.180182,0.005127,0.000977,-0.000732,0,0,0,0,3000,3000,3000,3000,0,-95,-166,0
67.844330,2.066406,-0.417969,0.000000,0.000000,-0.009998,-0.004025,0.012148,0.016480,-2.180182,-0.004395,-0.002197,-0.002441,0,0,0,0,3000,3000,3000,3000,0,-88,-163,0
