time,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,att_phi,att_theta,att_psi,rate_p,rate_q,rate_r,rpm_obs_1,rpm_obs_2,rpm_obs_3,rpm_obs_4,rpm_ref_1,rpm_ref_2,rpm_ref_3,rpm_ref_4,cmd_thrust,cmd_roll,cmd_pitch,cmd_yaw
99.162682,2.066406,-0.417969,-0.699219,-0.009998,-0.009998,-0.071465,-1.570936,-0.503069,-1.662604,0.922607,2.002930,-1.317139,0,0,0,0,3000,3000,3000,3000,0,4500,1562,0
99.164635,2.066406,-0.417969,-0.699219,-0.009998,-0.009998,-0.068838,-1.566820,-0.505649,-1.667077,0.920410,2.022217,-1.317627,0,0,0,0,3000,3000,3000,3000,0,4500,1545,0
99.166580,2.066406,-0.417969,-0.699219,-0.009998,-0.009998,-0.065943,-1.562832,-0.508302,-1.671640,0.943848,2.034180,-1.318359,0,0,0,0,3000,3000,3000,3000,0,4500,1537,0
99.168533,2.066406,-0.417969,-0.699219,-0.009998,-0.009998,-0.063566,-1.558623,-0.510749,-1.676138,0.946045,2.044922,-1.318848,0,0,0,0,3000,3000,3000,3000,0,4500,1531,0
99.170486,2.066406,-0.417969,-0.699219,-0.009998,-0.009998,-0.060799,-1.554472,-0.513339,-1.680935,0.966309,2.053955,-1.317139,0,0,0,0,3000,3000,3000,3000,0,4500,1531,0
99.172440,2.066406,-0.417969,-0.699219,-0.009998,-0.009998,-0.058500,-1.550239,-0.515793,-1.685544,0.980469,2.060791,-1.317627,0,0,0,0,3000,3000,3000,3000,0,4500,1534,0
99.174393,2.066406,-0.417969,-0.699219,-0.009998,-0.009998,-0.055885,-1.545924,-0.518251,-1.690228,0.992676,2.064941,-1.319336,0,0,0,0,3000,3000,3000,3000,0,4500,1544,0
99.176346,2.066406,-0.417969,-0.710938,-0.009998,-0.009998,-0.060463,-1.541455,-0.520782,-1.695081,1.015137,2.069336,-1.317139,0,0,0,0,3000,3000,3000,3000,0,4500,1555,0
99.178299,2.066406,-0.417969,-0.710938,-0.009998,-0.009998,-0.058422,-1.537255,-0.523035,-1.699651,1.026367,2.072021,-1.317627,0,0,0,0,3000,3000,3000,3000,0,4500,1568,0
99.180252,2.066406,-0.417969,-0.710938,-0.009998,-0.009998,-0.055740,-1.532619,-0.525573,-1.704523,1.064697,2.065674,-1.315674,0,0,0,0,3000,3000,3000,3000,0,4500,1597,0
99.182220,2.066406,-0.417969,-0.710938,-0.009998,-0.009998,-0.053814,-1.528180,-0.527903,-1.709366,1.078369,2.057617,-1.320312,0,0,0,0,3000,3000,3000,3000,0,4500,1629,0
99.184158,2.066406,-0.417969,-0.710938,-0.009998,-0.009998,-0.051495,-1.523516,-0.530378,-1.714274,1.106689,2.049561,-1.321533,0,0,0,0,3000,3000,3000,3000,0,4500,1664,0
99.186111,2.066406,-0.417969,-0.710938,-0.009998,-0.009998,-0.049887,-1.518980,-0.532714,-1.718996,1.125732,2.042236,-1.329834,0,0,0,0,3000,3000,3000,3000,0,4500,1703,0
99.188065,2.066406,-0.417969,-0.710938,-0.009998,-0.009998,-0.047987,-1.514215,-0.535125,-1.723872,1.166260,2.028320,-1.330566,0,0,0,0,3000,3000,3000,3000,0,4500,1750,0
99.190018,2.066406,-0.417969,-0.710938,-0.009998,-0.009998,-0.046391,-1.509441,-0.537468,-1.728540,1.201416,2.010010,-1.332520,0,0,0,0,3000,3000,3000,3000,0,4500,1804,0
99.191978,2.066406,-0.417969,-0.710938,-0.009998,-0.009998,-0.044765,-1.504578,-0.539744,-1.733161,1.224365,1.993896,-1.334717,0,0,0,0,3000,3000,3000,3000,0,4500,1856,0
99.193924,2.066406,-0.417969,-0.710938,-0.009998,-0.009998,-0.043016,-1.499702,-0.542164,-1.737948,1.255127,1.973145,-1.337891,0,0,0,0,3000,3000,3000,3000,0,4500,1919,0
99.195877,2.066406,-0.417969,-0.710938,-0.009998,-0.009998,-0.041454,-1.494588,-0.544517,-1.742749,1.271729,1.947266,-1.340088,0,0,0,0,3000,3000,3000,3000,0,4500,1989,0
99.197830,2.066406,-0.417969,-0.710938,-0.009998,-0.009998,-0.039759,-1.489898,-0.546802,-1.747116,1.307861,1.931152,-1.336914,0,0,0,0,3000,3000,3000,3000,0,4500,2050,0
99.199783,2.066406,-0.417969,-0.710938,-0.009998,-0.009998,-0.038527,-1.484755,-0.549162,-1.751815,1.328613,1.900391,-1.343262,0,0,0,0,3000,3000,3000,3000,0,4500,2126,0
99.201744,2.066406,-0.417969,-0.710938,-0.009998,-0.009998,-0.036926,-1.479741,-0.551382,-1.756430,1.358887,1.872559,-1.344238,0,0,0,0,3000,3000,3000,3000,0,4500,2204,0
99.203697,2.066406,-0.417969,-0.710938,-0.009998,-0.009998,-0.035744,-1.474569,-0.553748,-1.760931,1.387207,1.842773,-1.344238,0,0,0,0,3000,3000,3000,3000,0,4500,2284,0
99.205650,2.066406,-0.417969,-0.710938,-0.009998,-0.009998,-0.034567,-1.469819,-0.555830,-1.765064,1.413086,1.803467,-1.349121,0,0,0,0,3000,3000,3000,3000,0,4500,2373,0
99.207596,2.066406,-0.417969,-0.710938,-0.009998,-0.009998,-0.033346,-1.463501,-0.558635,-1.770394,1.444580,1.760986,-1.350586,0,0,0,0,3000,3000,3000,3000,0,4500,2476,0
99.209549,2.066406,-0.417969,-0.710938,-0.009998,-0.009998,-0.032448,-1.459152,-0.560508,-1.774169,1.454590,1.746094,-1.353271,0,0,0,0,3000,3000,3000,3000,0,4500,2545,0
99.211510,2.066406,-0.417969,-0.710938,-0.009998,-0.009998,-0.031328,-1.453987,-0.562815,-1.778382,1.491943,1.673584,-1.352295,0,0,0,0,3000,3000,3000,3000,0,4500,2674,0
99.213455,2.066406,-0.417969,-0.710938,-0.009998,-0.009998,-0.030258,-1.448422,-0.565271,-1.782692,1.514160,1.656494,-1.357666,0,0,0,0,3000,3000,3000,3000,0,4500,2749,0
99.215408,2.066406,-0.417969,-0.710938,-0.009998,-0.009998,-0.029200,-1.443147,-0.567441,-1.786843,1.552490,1.625732,-1.348145,0,0,0,0,3000,3000,3000,3000,0,4500,2840,0
99.217361,2.066406,-0.417969,-0.710938,-0.009998,-0.009998,-0.028511,-1.438235,-0.569541,-1.790676,1.563721,1.567139,-1.347412,0,0,0,0,3000,3000,3000,3000,0,4500,2955,0
99.219315,2.066406,-0.417969,-0.714844,-0.009998,-0.009998,-0.027849,-1.433066,-0.571644,-1.794566,1.588867,1.513428,-1.342285,0,0,0,0,3000,3000,3000,3000,0,4500,3066,0
99.221298,2.066406,-0.417969,-0.714844,-0.009998,-0.009998,-0.027308,-1.427656,-0.573968,-1.798325,1.615967,1.466064,-1.333252,0,0,0,0,3000,3000,3000,3000,0,4500,3172,0
99.223221,2.066406,-0.417969,-0.714844,-0.009998,-0.009998,-0.027084,-1.422363,-0.576150,-1.802183,1.634521,1.413330,-1.329834,0,0,0,0,3000,3000,3000,3000,0,4500,3286,0
99.225174,2.066406,-0.417969,-0.714844,-0.009998,-0.009998,-0.026659,-1.417161,-0.578263,-1.805789,1.660156,1.365479,-1.319336,0,0,0,0,3000,3000,3000,3000,0,4500,3397,0
99.227127,2.066406,-0.417969,-0.714844,-0.009998,-0.009998,-0.026878,-1.411922,-0.580378,-1.809191,1.667969,1.321289,-1.313477,0,0,0,0,3000,3000,3000,3000,0,4500,3501,0
99.229080,2.066406,-0.417969,-0.714844,-0.009998,-0.009998,-0.026754,-1.406813,-0.582423,-1.812620,1.696289,1.270264,-1.308105,0,0,0,0,3000,3000,3000,3000,0,4500,3611,0
99.231033,2.066406,-0.417969,-0.714844,-0.009998,-0.009998,-0.026793,-1.401546,-0.584544,-1.816112,1.698486,1.224121,-1.302246,0,0,0,0,3000,3000,3000,3000,0,4500,3715,0
99.232986,2.066406,-0.417969,-0.714844,-0.009998,-0.009998,-0.026793,-1.396443,-0.586594,-1.819436,1.715820,1.176025,-1.295898,0,0,0,0,3000,3000,3000,3000,0,4500,3821,0
99.234940,2.066406,-0.417969,-0.714844,-0.009998,-0.009998,-0.027065,-1.391350,-0.588721,-1.822663,1.722412,1.125977,-1.291016,0,0,0,0,3000,3000,3000,3000,0,4500,3925,0
99.236893,2.066406,-0.417969,-0.714844,-0.009998,-0.009998,-0.027224,-1.386243,-0.590851,-1.825614,1.732910,1.081299,-1.285156,0,0,0,0,3000,3000,3000,3000,0,4500,4023,0
99.241783,2.066406,-0.417969,-0.714844,-0.009998,-0.009998,-0.027573,-1.381050,-0.592910,-1.828626,1.750000,1.049561,-1.280518,0,0,0,0,3000,3000,3000,3000,0,4500,4109,0
99.242760,2.066406,-0.417969,-0.714844,-0.009998,-0.009998,-0.028061,-1.368506,-0.597849,-1.835475,1.791504,0.957520,-1.260254,0,0,0,0,3000,3000,3000,3000,0,4500,4283,0
99.244705,2.066406,-0.417969,-0.714844,-0.009998,-0.009998,-0.028357,-1.365648,-0.598957,-1.836996,1.789795,0.931885,-1.257080,0,0,0,0,3000,3000,3000,3000,0,4500,4349,0
99.250572,2.066406,-0.417969,-0.714844,-0.009998,-0.009998,-0.028555,-1.360499,-0.601102,-1.839897,1.806885,0.897217,-1.249512,0,0,0,0,3000,3000,3000,3000,0,4500,4433,0
99.252518,2.066406,-0.417969,-0.714844,-0.009998,-0.009998,-0.031197,-1.343877,-0.607572,-1.848072,1.835693,0.805176,-1.229980,0,0,0,0,3000,3000,3000,3000,0,4500,4500,0
99.254471,2.066406,-0.417969,-0.714844,-0.009998,-0.009998,-0.031588,-1.340400,-0.609043,-1.849944,1.832520,0.777100,-1.226074,0,0,0,0,3000,3000,3000,3000,0,4500,4500,0
99.256432,2.066406,-0.417969,-0.714844,-0.009998,-0.009998,-0.032120,-1.335396,-0.610904,-1.852433,1.844727,0.754639,-1.215088,0,0,0,0,3000,3000,3000,3000,0,4500,4500,0
99.258377,2.066406,-0.417969,-0.714844,-0.009998,-0.009998,-0.032787,-1.330233,-0.612918,-1.854856,1.847900,0.740234,-1.213379,0,0,0,0,3000,3000,3000,3000,0,4500,4500,0
99.260330,2.066406,-0.417969,-0.703125,-0.009998,-0.009998,-0.027523,-1.325147,-0.614934,-1.857172,1.865967,0.718994,-1.204346,0,0,0,0,3000,3000,3000,3000,0,4500,4500,0
99.262283,2.066406,-0.417969,-0.703125,-0.009998,-0.009998,-0.028276,-1.320266,-0.616728,-1.859444,1.864502,0.706787,-1.199463,0,0,0,0,3000,3000,3000,3000,0,4500,4500,0
99.264236,2.066406,-0.417969,-0.703125,-0.009998,-0.009998,-0.028919,-1.315333,-0.618675,-1.861866,1.864502,0.688721,-1.191162,0,0,0,0,3000,3000,3000,3000,0,4500,4500,0
99.266190,2.066406,-0.417969,-0.703125,-0.009998,-0.009998,-0.029736,-1.310387,-0.620549,-1.864193,1.855225,0.683838,-1.185303,0,0,0,0,3000,3000,3000,3000,0,4500,4500,0
99.268143,2.066406,-0.417969,-0.703125,-0.009998,-0.009998,-0.030643,-1.305374,-0.622351,-1.866534,1.848389,0.671631,-1.177246,0,0,0,0,3000,3000,3000,3000,0,4500,4500,0
99.270096,2.066406,-0.417969,-0.703125,-0.009998,-0.009998,-0.031530,-1.300256,-0.624305,-1.868831,1.850098,0.669434,-1.166504,0,0,0,0,3000,3000,3000,3000,0,4500,4500,0
99.272049,2.066406,-0.417969,-0.707031,-0.009998,-0.009998,-0.032682,-1.295507,-0.626036,-1.871206,1.829346,0.667480,-1.163330,0,0,0,0,3000,3000,3000,3000,0,4500,4500,0
99.274002,2.066406,-0.417969,-0.707031,-0.009998,-0.009998,-0.033634,-1.290508,-0.627921,-1.873515,1.830811,0.661133,-1.153809,0,0,0,0,3000,3000,3000,3000,0,4500,4500,0
99.275955,2.066406,-0.417969,-0.707031,-0.009998,-0.009998,-0.034845,-1.285589,-0.629581,-1.875713,1.815430,0.663574,-1.150635,0,0,0,0,3000,3000,3000,3000,0,4500,4500,0
99.277908,2.066406,-0.417969,-0.707031,-0.009998,-0.009998,-0.035814,-1.280658,-0.631395,-1.878034,1.810059,0.662109,-1.139893,0,0,0,0,3000,3000,3000,3000,0,4500,4500,0
99.279861,2.066406,-0.417969,-0.707031,-0.009998,-0.009998,-0.037367,-1.275743,-0.633135,-1.880505,1.782471,0.657227,-1.133545,0,0,0,0,3000,3000,3000,3000,0,4500,4500,0
99.281815,2.066406,-0.417969,-0.707031,-0.009998,-0.009998,-0.038670,-1.271027,-0.634801,-1.882648,1.764893,0.655273,-1.128906,0,0,0,0,3000,3000,3000,3000,0,4500,4500,0
99.283768,2.066406,-0.417969,-0.707031,-0.009998,-0.009998,-0.040155,-1.266254,-0.636470,-1.885035,1.745850,0.658447,-1.117676,0,0,0,0,3000,3000,3000,3000,0,4500,4500,0
99.285721,2.066406,-0.417969,-0.707031,-0.009998,-0.009998,-0.041758,-1.261444,-0.638141,-1.887261,1.723877,0.649414,-1.112793,0,0,0,0,3000,3000,3000,3000,0,4500,4500,0
99.287674,2.066406,-0.417969,-0.707031,-0.009998,-0.009998,-0.043259,-1.256743,-0.639814,-1.889660,1.712158,0.646240,-1.100586,0,0,0,0,3000,3000,3000,3000,0,4500,4500,0
99.289627,2.066406,-0.417969,-0.707031,-0.009998,-0.009998,-0.045027,-1.252128,-0.641412,-1.891800,1.670166,0.640869,-1.086670,0,0,0,0,3000,3000,3000,3000,0,4500,4500,0
99.291580,2.066406,-0.417969,-0.707031,-0.009998,-0.009998,-0.046799,-1.247575,-0.642860,-1.894307,1.648926,0.634521,-1.073975,0,0,0,0,3000,3000,3000,3000,0,4500,4500,0
99.293533,2.066406,-0.417969,-0.707031,-0.009998,-0.009998,-0.048897,-1.243010,-0.644386,-1.896627,1.606934,0.622803,-1.062744,0,0,0,0,3000,3000,3000,3000,0,4500,4500,0
99.295486,2.066406,-0.417969,-0.707031,-0.009998,-0.009998,-0.050873,-1.238555,-0.645991,-1.898879,1.577637,0.613770,-1.049072,0,0,0,0,3000,3000,3000,3000,0,4500,4500,0
99.297447,2.066406,-0.417969,-0.707031,-0.009998,-0.009998,-0.053402,-1.234067,-0.647444,-1.901112,1.536133,0.603027,-1.031982,0,0,0,0,3000,3000,3000,3000,0,4500,4500,0
99.299393,2.066406,-0.417969,-0.707031,-0.009998,-0.009998,-0.055798,-1.229787,-0.648898,-1.903278,1.496094,0.589111,-1.025635,0,0,0,0,3000,3000,3000,3000,0,4500,4500,0
99.301346,2.066406,-0.417969,-0.707031,-0.009998,-0.009998,-0.058058,-1.225766,-0.650431,-1.905278,1.472656,0.576416,-1.016602,0,0,0,0,3000,3000,3000,3000,0,4500,4500,0
99.303299,2.066406,-0.417969,-0.707031,-0.009998,-0.009998,-0.060589,-1.221730,-0.651813,-1.907428,1.430176,0.557373,-1.000488,0,0,0,0,3000,3000,3000,3000,0,4500,4500,0
99.305252,2.066406,-0.417969,-0.707031,-0.009998,-0.009998,-0.063061,-1.217791,-0.653195,-1.909437,1.402100,0.539062,-0.989502,0,0,0,0,3000,3000,3000,3000,0,4500,4500,0
99.307205,2.066406,-0.417969,-0.707031,-0.009998,-0.009998,-0.065941,-1.213862,-0.654579,-1.911523,1.342285,0.515137,-0.977783,0,0,0,0,3000,3000,3000,3000,0,4500,4500,0
99.309158,2.066406,-0.417969,-0.707031,-0.009998,-0.009998,-0.068739,-1.210286,-0.655888,-1.913639,1.298828,0.487061,-0.964355,0,0,0,0,3000,3000,3000,3000,0,4500,4500,0
99.311111,2.066406,-0.417969,-0.707031,-0.009998,-0.009998,-0.071913,-1.206728,-0.657275,-1.915490,1.244385,0.453613,-0.945312,0,0,0,0,3000,3000,3000,3000,0,4500,4500,0
99.313065,2.066406,-0.417969,-0.707031,-0.009998,-0.009998,-0.075146,-1.203146,-0.658741,-1.917174,1.204102,0.421631,-0.929199,0,0,0,0,3000,3000,3000,3000,0,4500,4500,0
99.315018,2.066406,-0.417969,-0.707031,-0.009998,-0.009998,-0.078350,-1.199917,-0.660131,-1.918861,1.159912,0.384277,-0.901611,0,0,0,0,3000,3000,3000,3000,0,4500,4500,0
99.316971,2.066406,-0.417969,-0.707031,-0.009998,-0.009998,-0.081944,-1.196810,-0.661368,-1.920453,1.115723,0.342285,-0.880859,0,0,0,0,3000,3000,3000,3000,0,4500,4500,0
99.318924,2.066406,-0.417969,-0.707031,-0.009998,-0.009998,-0.085283,-1.193812,-0.662683,-1.921902,1.082764,0.300293,-0.851074,0,0,0,0,3000,3000,3000,3000,0,4500,4500,0
99.320877,2.066406,-0.417969,-0.707031,-0.009998,-0.009998,-0.088789,-1.191139,-0.663768,-1.923228,1.039551,0.270996,-0.823975,0,0,0,0,3000,3000,3000,3000,0,4500,4500,0
99.322830,2.066406,-0.417969,-0.707031,-0.009998,-0.009998,-0.092581,-1.188302,-0.665086,-1.924484,0.992676,0.234375,-0.779785,0,0,0,0,3000,3000,3000,3000,0,4500,4500,0
99.324783,2.066406,-0.417969,-0.707031,-0.009998,-0.009998,-0.096540,-1.185720,-0.666172,-1.925569,0.944336,0.205566,-0.739746,0,0,0,0,3000,3000,3000,3000,0,4500,4500,0
99.326736,2.066406,-0.417969,-0.707031,-0.009998,-0.009998,-0.100430,-1.183350,-0.667259,-1.926630,0.886963,0.182617,-0.699951,0,0,0,0,3000,3000,3000,3000,0,4500,4500,0
99.328690,2.066406,-0.417969,-0.707031,-0.009998,-0.009998,-0.104479,-1.181006,-0.668270,-1.927665,0.850830,0.172119,-0.655273,0,0,0,0,3000,3000,3000,3000,0,4500,4500,0
99.330643,2.066406,-0.417969,-0.707031,-0.009998,-0.009998,-0.108667,-1.178962,-0.669203,-1.928501,0.822998,0.160889,-0.613281,0,0,0,0,3000,3000,3000,3000,0,4500,4500,0
99.332596,2.066406,-0.417969,-0.707031,-0.009998,-0.009998,-0.112717,-1.176712,-0.670060,-1.929439,0.833740,0.145996,-0.563232,0,0,0,0,3000,3000,3000,3000,0,4500,4500,0
99.334549,2.066406,-0.417969,-0.710938,-0.009998,-0.009998,-0.116875,-1.174723,-0.670916,-1.930178,0.826172,0.128418,-0.516846,0,0,0,0,3000,3000,3000,3000,0,4500,4500,0
99.336502,2.066406,-0.417969,-0.710938,-0.009998,-0.009998,-0.120792,-1.172773,-0.671540,-1.930890,0.837402,0.111816,-0.470703,0,0,0,0,3000,3000,3000,3000,0,4500,4500,0
99.338455,2.066406,-0.417969,-0.859375,-0.009998,-0.009998,-0.215563,-1.170851,-0.672164,-1.931575,0.830078,0.094238,-0.431152,0,0,0,0,3000,3000,3000,3000,0,4500,4500,0
99.340408,2.066406,-0.417969,-0.859375,-0.009998,-0.009998,-0.219864,-1.168856,-0.672788,-1.932015,0.833740,0.076172,-0.401611,0,0,0,0,3000,3000,3000,3000,0,4500,4500,0
99.342361,2.066406,-0.417969,-0.863281,-0.009998,-0.009998,-0.224257,-1.166991,-0.673335,-1.932427,0.834229,0.057617,-0.368164,0,0,0,0,3000,3000,3000,3000,0,4500,4500,0
99.344315,2.066406,-0.417969,-0.863281,-0.009998,-0.009998,-0.229183,-1.165197,-0.673881,-1.932840,0.816650,0.040527,-0.328369,0,0,0,0,3000,3000,3000,3000,0,4500,4500,0
99.346275,2.066406,-0.417969,-0.863281,-0.009998,-0.009998,-0.234064,-1.163432,-0.674350,-1.933197,0.806641,0.035156,-0.291992,0,0,0,0,3000,3000,3000,3000,0,4500,4500,0
99.348228,2.066406,-0.417969,-0.863281,-0.009998,-0.009998,-0.234064,-1.163432,-0.674350,-1.933197,0.806641,0.035156,-0.291992,0,0,0,0,3000,3000,3000,3000,0,4500,4500,0
99.350174,2.066406,-0.417969,-0.863281,-0.009998,-0.009998,-0.245352,-1.159859,-0.674975,-1.933766,0.799072,0.046387,-0.205811,0,0,0,0,3000,3000,3000,3000,0,4500,4500,0
99.352127,2.066406,-0.417969,-0.863281,-0.009998,-0.009998,-0.250164,-1.158225,-0.675132,-1.934243,0.833740,0.043701,-0.157471,0,0,0,0,3000,3000,3000,3000,0,4500,4500,0
99.354080,2.066406,-0.417969,-0.863281,-0.009998,-0.009998,-0.255568,-1.156407,-0.675210,-1.934445,0.886963,0.033203,-0.106445,0,0,0,0,3000,3000,3000,3000,0,4500,4500,0
99.356033,2.066406,-0.417969,-0.863281,-0.009998,-0.009998,-0.261055,-1.154867,-0.675210,-1.934473,0.812500,0.049072,-0.060547,0,0,0,0,3000,3000,3000,3000,0,4500,4500,0
99.357986,2.066406,-0.417969,-0.867188,-0.009998,-0.009998,-0.266563,-1.153286,-0.675132,-1.934664,0.719238,0.075684,-0.014404,0,0,0,0,3000,3000,3000,3000,0,4500,4500,0
99.359940,2.066406,-0.417969,-0.867188,-0.009998,-0.009998,-0.271551,-1.151953,-0.674975,-1.934855,0.659180,0.105957,0.035156,0,0,0,0,3000,3000,3000,3000,0,4500,4500,0
99.361893,2.066406,-0.417969,-0.867188,-0.009998,-0.009998,-0.276587,-1.150612,-0.674584,-1.934946,0.621338,0.124023,0.067627,0,0,0,0,3000,3000,3000,3000,0,4500,4500,0
99.363846,2.066406,-0.417969,-0.867188,-0.009998,-0.009998,-0.281525,-1.149375,-0.674350,-1.935182,0.613281,0.149170,0.110840,0,0,0,0,3000,3000,3000,3000,0,4500,4500,0
99.365799,2.066406,-0.417969,-0.867188,-0.009998,-0.009998,-0.286678,-1.148067,-0.673881,-1.935363,0.594238,0.176758,0.143799,0,0,0,0,3000,3000,3000,3000,0,4500,4500,0
99.367752,2.066406,-0.417969,-0.867188,-0.009998,-0.009998,-0.291471,-1.146721,-0.673491,-1.935689,0.579834,0.207031,0.180420,0,0,0,0,3000,3000,3000,3000,0,4500,4500,0
99.369705,2.066406,-0.417969,-0.867188,-0.009998,-0.009998,-0.296427,-1.145544,-0.672866,-1.935869,0.549072,0.236328,0.206543,0,0,0,0,3000,3000,3000,3000,0,4500,4500,0
99.371674,2.066406,-0.417969,-0.871094,-0.009998,-0.009998,-0.300903,-1.144375,-0.672242,-1.936240,0.519043,0.257080,0.230469,0,0,0,0,3000,3000,3000,3000,0,4500,4500,0
99.373627,2.066406,-0.417969,-0.871094,-0.009998,-0.009998,-0.305645,-1.143201,-0.671462,-1.936509,0.489746,0.281006,0.248047,0,0,0,0,3000,3000,3000,3000,0,4500,4500,0
99.383385,2.066406,-0.417969,-0.871094,-0.009998,-0.009998,-0.309786,-1.142067,-0.670683,-1.936952,0.460449,0.298584,0.255615,0,0,0,0,3000,3000,3000,3000,0,4500,4500,0
99.385330,2.066406,-0.417969,-0.875000,-0.009998,-0.009998,-0.327864,-1.136873,-0.665992,-1.939268,0.326416,0.338623,0.298096,0,0,0,0,3000,3000,3000,3000,0,4500,4500,0
99.387283,2.066406,-0.417969,-0.875000,-0.009998,-0.009998,-0.329060,-1.136546,-0.665629,-1.939430,0.309326,0.341309,0.300781,0,0,0,0,3000,3000,3000,3000,0,4500,4500,0
99.394119,2.066406,-0.417969,-0.875000,-0.009998,-0.009998,-0.331738,-1.135795,-0.664698,-1.939885,0.280518,0.343262,0.299561,0,0,0,0,3000,3000,3000,3000,0,4500,4500,0
99.395096,2.066406,-0.417969,-0.878906,-0.009998,-0.009998,-0.337629,-1.133496,-0.661506,-1.941343,0.175781,0.331055,0.287842,0,0,0,0,3000,3000,3000,3000,0,4500,4500,0
99.397049,2.066406,-0.417969,-0.878906,-0.009998,-0.009998,-0.338160,-1.133473,-0.661290,-1.941523,0.157715,0.327881,0.279541,0,0,0,0,3000,3000,3000,3000,0,4500,4500,0
99.399002,2.066406,-0.417969,-0.878906,-0.009998,-0.009998,-0.339314,-1.132969,-0.660363,-1.942032,0.133301,0.313477,0.262451,0,0,0,0,3000,3000,3000,3000,0,4500,4500,0
99.400955,2.066406,-0.417969,-0.878906,-0.009998,-0.009998,-0.340519,-1.132578,-0.659667,-1.942539,0.093262,0.299072,0.247559,0,0,0,0,3000,3000,3000,3000,0,4500,4500,0
99.406815,2.066406,-0.417969,-0.878906,-0.009998,-0.009998,-0.341398,-1.132182,-0.659127,-1.942759,0.068359,0.285889,0.229004,0,0,0,0,3000,3000,3000,3000,0,4500,4500,0
99.408768,2.066406,-0.417969,-0.882812,-0.009998,-0.009998,-0.343075,-1.131840,-0.657429,-1.943771,-0.048828,0.201904,0.149658,0,0,0,0,3000,3000,3000,3000,0,4500,4500,0
99.410721,2.066406,-0.417969,-0.882812,-0.009998,-0.009998,-0.343569,-1.131906,-0.657198,-1.944003,-0.084961,0.178955,0.128906,0,0,0,0,3000,3000,3000,3000,0,4500,4500,0
99.412674,2.066406,-0.417969,-0.882812,-0.009998,-0.009998,-0.343773,-1.131897,-0.656890,-1.944162,-0.108398,0.143799,0.107666,0,0,0,0,3000,3000,3000,3000,0,4500,4500,0
99.414627,2.066406,-0.417969,-0.882812,-0.009998,-0.009998,-0.344208,-1.132172,-0.656504,-1.944420,-0.151123,0.108643,0.086182,0,0,0,0,3000,3000,3000,3000,0,4500,4500,0
99.416580,2.066406,-0.417969,-0.882812,-0.009998,-0.009998,-0.344227,-1.132442,-0.656350,-1.944508,-0.177490,0.076660,0.063477,0,0,0,0,3000,3000,3000,3000,0,4500,4500,0
99.421478,2.066406,-0.417969,-0.886719,-0.009998,-0.009998,-0.344275,-1.132782,-0.656196,-1.944451,-0.205811,0.039062,0.036865,0,0,0,0,3000,3000,3000,3000,0,4500,4500,0
99.422455,2.066406,-0.417969,-0.886719,-0.009998,-0.009998,-0.344275,-1.132782,-0.656196,-1.944451,-0.205811,0.039062,0.036865,0,0,0,0,3000,3000,3000,3000,0,4500,4500,0
99.424393,2.066406,-0.417969,-0.886719,-0.009998,-0.009998,-0.343788,-1.134528,-0.656369,-1.944092,-0.270752,-0.060547,-0.028076,0,0,0,0,3000,3000,3000,3000,0,4500,4500,0
99.426346,2.066406,-0.417969,-0.886719,-0.009998,-0.009998,-0.343212,-1.135273,-0.656504,-1.944049,-0.274902,-0.101562,-0.050049,0,0,0,0,3000,3000,3000,3000,0,4500,4500,0
99.428307,2.066406,-0.417969,-0.886719,-0.009998,-0.009998,-0.342909,-1.135966,-0.656813,-1.943818,-0.303711,-0.132324,-0.075439,0,0,0,0,3000,3000,3000,3000,0,4500,4500,0
99.430252,2.066406,-0.417969,-0.890625,-0.009998,-0.009998,-0.342363,-1.136903,-0.657044,-1.943559,-0.313721,-0.166016,-0.098877,0,0,0,0,3000,3000,3000,3000,0,4500,4500,0
99.432213,2.066406,-0.417969,-0.839844,-0.009998,-0.009998,-0.312262,-1.137807,-0.657352,-1.943228,-0.327148,-0.198486,-0.116943,0,0,0,0,3000,3000,3000,3000,0,4500,4500,0
99.434158,2.066406,-0.417969,-0.839844,-0.009998,-0.009998,-0.311777,-1.138647,-0.657661,-1.942782,-0.336182,-0.231445,-0.136230,0,0,0,0,3000,3000,3000,3000,0,4500,4500,0
99.436119,2.066406,-0.417969,-0.839844,-0.009998,-0.009998,-0.311134,-1.139520,-0.658201,-1.942407,-0.336182,-0.260010,-0.154785,0,0,0,0,3000,3000,3000,3000,0,4500,4500,0
99.438072,2.066406,-0.417969,-0.843750,-0.009998,-0.009998,-0.310198,-1.140885,-0.658818,-1.941728,-0.350098,-0.300537,-0.176025,0,0,0,0,3000,3000,3000,3000,0,4500,4500,0
99.440018,2.066406,-0.417969,-0.843750,-0.009998,-0.009998,-0.309605,-1.141587,-0.659281,-1.941352,-0.350586,-0.316406,-0.185547,0,0,0,0,3000,3000,3000,3000,0,4500,4500,0
99.441978,2.066406,-0.417969,-0.843750,-0.009998,-0.009998,-0.309050,-1.142775,-0.659899,-1.940688,-0.376709,-0.344238,-0.202637,0,0,0,0,3000,3000,3000,3000,0,4500,4500,0
